日期(年/月),單位,總發電量,總發電量_發電業,總發電量_發電業_抽蓄水力,總發電量_發電業_火力,總發電量_發電業_火力_燃煤,總發電量_發電業_火力_燃油,總發電量_發電業_火力_燃氣,總發電量_發電業_核能,總發電量_發電業_再生能源,總發電量_發電業_再生能源_慣常水力,總發電量_發電業_再生能源_地熱,總發電量_發電業_再生能源_太陽光電,總發電量_發電業_再生能源_風力,總發電量_自用發電設備,總發電量_自用發電設備_火力,總發電量_自用發電設備_火力_燃煤,總發電量_自用發電設備_火力_燃油,總發電量_自用發電設備_火力_燃氣,總發電量_自用發電設備_再生能源,總發電量_自用發電設備_再生能源_地熱,總發電量_自用發電設備_再生能源_太陽光電,總發電量_自用發電設備_再生能源_風力,總發電量_自用發電設備_再生能源_生質能,總發電量_自用發電設備_再生能源_廢棄物,總需要量,總需要量_總消費量,總需要量_總消費量_能源部門自用,總需要量_總消費量_能源部門自用_抽水用電,總需要量_總消費量_工業部門,總需要量_總消費量_運輸部門,總需要量_總消費量_農業部門,總需要量_總消費量_服務業部門,總需要量_總消費量_住宅部門,總需要量_線路損失,總需要量_統計差異,台電系統平均負載(千瓩),台電系統尖峰負載(千瓩)
09605,百萬度,17592.557,17592.027,365.782,13542.009,8265.264,1043.462,4233.283,3275.744,408.492,394.887,0,0,13.605,0.53,0,0,0,0,0.53,0,0.168,0.362,0,0,17592.557,19917.686,1836.015,378.791,10764.007,74.732,212.233,3926.609,3104.091,1483.396,-3808.526,24024,30801
09606,百萬度,17777.284,17776.814,342.349,13337.266,8195.333,946.753,4195.18,3651.715,445.485,431.199,0,0,14.286,0.47,0,0,0,0,0.47,0,0.168,0.302,0,0,17777.284,19826.788,1734.662,348.07,9954.416,75.059,239.404,4142.8,3680.445,1801.064,-3850.568,25171,30787
09607,百萬度,20260.325,20259.618,341.34,15763.134,8745.486,1546.021,5471.627,3729.192,425.952,409.237,0,0,16.715,0.707,0,0,0,0,0.707,0,0.17,0.537,0,0,20260.325,21541.599,1892.221,375.34,10757.085,77.703,237.114,4376.791,4200.685,2665.044,-3946.318,27404,32791
09608,百萬度,18638.413,18637.881,314.938,14138.407,8721.211,1021.153,4396.043,3751.666,432.869,417.212,0,0,15.657,0.533,0,0,0,0,0.533,0,0.2,0.333,0,0,18638.413,22444.218,1923.764,395.459,10974.738,82.5,261.058,4468.036,4734.122,339.545,-4145.35,25459,32181
09609,百萬度,17385.684,17385.112,339.79,13517.551,8493.841,824.643,4199.067,2991.594,536.176,509.122,0,0,27.055,0.572,0,0,0,0,0.572,0,0.201,0.371,0,0,17385.684,21489.495,1716.972,335.031,10034.528,76.884,239.868,4498.913,4922.331,-250.61,-3853.202,24592,30073
09610,百萬度,17200.237,17198.829,355.252,13284.598,8128.839,1195.948,3959.811,3025.493,533.487,483.148,0,0,50.339,1.407,0,0,0,0,1.407,0,0.213,1.194,0,0,17200.237,21010.656,1780.948,335.679,10732.896,84.557,216.446,4119.041,4076.768,-161.377,-3649.042,23259,30897
09611,百萬度,15795.664,15793.864,301.693,12013.879,7361.482,1149.695,3502.701,3056.115,422.177,358.683,0,0,63.494,1.8,0,0,0,0,1.8,0,0.223,1.577,0,0,15795.664,19674.79,1654.048,358.599,10237.898,84.043,218.147,3920.041,3560.613,-599.827,-3279.299,21884,26319
09612,百萬度,60375.71,16066.875,317.714,11723.857,7664.172,1089.489,2970.196,3725.1,300.204,248.049,0,0,52.155,44308.835,40845.763,35442.926,4645.972,756.866,3463.072,0,0.244,0.448,302.172,3160.208,60375.71,18371.681,1729.769,416.437,9869.851,80.98,201.275,3531.608,2958.197,1043.762,40960.267,21441,25912
09701,百萬度,15951.84,15950.9,316.289,11527.046,7745.136,931.158,2850.752,3823.08,284.484,212.789,0,0.006,71.688,0.941,0,0,0,0,0.941,0,0.247,0.694,0,0,15951.84,19005.074,1821.102,415.095,10501.803,96.313,197.783,3396.992,2991.082,424.644,-3477.877,21489,25906
09702,百萬度,14006.922,14004.8,299.353,9708.94,6519.35,918.437,2271.153,3577.904,418.603,336.335,0,0.004,82.263,2.123,0,0,0,0,2.123,0,0.272,1.85,0,0,14006.922,16601.68,1545.442,376.852,8760.593,79.216,191.188,2977.169,3048.073,680.693,-3275.451,20368,25179
09703,百萬度,15953.092,15952.113,303.892,12009.314,7076.191,1097.84,3835.284,3267.019,371.888,327.885,0,0.009,43.994,0.979,0,0,0,0,0.979,0,0.263,0.716,0,0,15953.092,18306.655,1661.775,376.852,10011.889,89.574,190.354,3197.779,3155.283,1281.373,-3634.936,21979,26622
09704,百萬度,16297.699,16296.817,281.06,12649.345,6899.99,1565.529,4183.826,3033.178,333.234,296.954,0,0.007,36.272,0.882,0,0,0,0,0.882,0,0.294,0.588,0,0,16297.699,18962.201,1493.295,331.024,10636.458,97.781,209.505,3460.902,3064.26,585.363,-3249.865,22945,27931
09705,百萬度,17726.758,17725.794,286.958,13780.969,8411.543,974.295,4395.131,3325.113,332.754,299.329,0,0.009,33.416,0.964,0,0,0,0,0.964,0,0.311,0.653,0,0,17726.758,19622.681,1676.421,343.486,10543.074,94.264,227.401,3895.767,3185.754,1603.193,-3499.117,23853,29683
09706,百萬度,17847.394,17846.726,300.623,13583.256,8025.447,921.733,4636.076,3493.026,469.821,441.779,0,0.008,28.033,0.669,0,0,0,0,0.669,0,0.368,0.3,0,0,17847.394,21343.659,1685.853,299.836,11513.866,107.001,231.159,4192.112,3613.668,78.442,-3574.706,24921,31233
09707,百萬度,19009.627,19008.936,292.805,14509.698,8346.794,976.76,5186.144,3772.635,433.798,405.052,0,0.01,28.736,0.691,0,0,0,0,0.691,0,0.374,0.317,0,0,19009.627,19750.1,1695.915,270.884,9929.78,89.421,226.927,4042.712,3765.344,2929.105,-3669.578,25652,31320
09708,百萬度,19432.112,19431.506,304.75,14775.058,8597.706,1161.94,5015.412,3766.397,585.3,568.7,0,0.01,16.59,0.606,0,0,0,0,0.606,0,0.407,0.2,0,0,19432.112,20879.488,1680.456,286.494,10263.875,95.447,244.757,4248.793,4346.161,1915.99,-3363.366,25946,31111
09709,百萬度,17451.587,17450.728,268.636,13086.494,7798.414,1054.476,4233.603,3602.97,492.629,462.31,0,0.008,30.31,0.859,0,0,0,0,0.859,0,0.405,0.454,0,0,17451.587,22148.183,1706.858,267.305,10855.334,109.956,240.292,4647.629,4588.115,-1511.896,-3184.701,24300,30499
09710,百萬度,16950.322,16949.13,289.031,12762.607,7247.49,821.982,4693.135,3336.13,561.362,515.377,0,0.009,45.976,1.192,0,0,0,0,1.192,0,0.406,0.787,0,0,16950.322,19221.507,1538.769,307.115,9065.005,90.987,229.8,4134.481,4162.464,758.895,-3030.08,23040,27930
09711,百萬度,14527.26,14525.527,263.125,11088.459,6914.393,588.667,3585.399,2819.789,354.154,273.808,0,0.007,80.339,1.733,0,0,0,0,1.733,0,0.423,1.31,0,0,14527.26,17331.02,1437.064,327.009,7888.754,87.739,227.917,3843.314,3846.232,-165.404,-2638.357,20270,26961
09712,百萬度,53150.753,13832.717,260.643,10316.194,6996.884,433.508,2885.802,3009.617,246.262,164.786,0,0.008,81.468,39318.036,35957.12,31616.386,3599.31,741.424,3360.916,0,0.609,1.31,272.638,3086.359,53150.753,16513.674,1620.074,338.02,8143.718,102.817,183.205,3543.306,2920.554,3.762,36633.317,18673,22568
09801,百萬度,12690.904,12689.353,277.308,8353.737,6519.486,442.021,1392.23,3743.945,314.363,219.812,0,0.008,94.543,1.552,0,0,0,0,1.552,0,0.593,0.959,0,0,12690.904,13763.648,1373.267,364.711,6184.269,73.308,198.716,2916.839,3017.249,1538.27,-2611.013,17320,22294
09802,百萬度,12852.057,12850.936,253.251,8848.19,6152.818,345.61,2349.762,3464.18,285.314,210.473,0,0.007,74.834,1.121,0,0,0,0,1.121,0,0.642,0.479,0,0,12852.057,16150.3,1467.81,332.94,7906.352,114.939,200.02,3253.607,3207.572,-753.522,-2544.722,19378,24045
09803,百萬度,14769.611,14768.232,277.622,10883.423,7470.89,481.534,2930.999,3274.375,332.812,259.295,0,0.007,73.51,1.38,0,0,0,0,1.38,0,0.639,0.741,0,0,14769.611,16527.629,1619.012,366.352,8731.981,91.469,170.502,3067.477,2847.187,1074.666,-2832.684,19931,23853
09804,百萬度,14639.039,14637.69,283.526,10717.432,7089.407,528.594,3099.432,3222.955,413.777,341.484,0,0.009,72.284,1.349,0,0,0,0,1.349,0,0.687,0.662,0,0,14639.039,16661.501,1552.911,348.127,8827.248,96.216,202.949,3233.449,2748.727,1072.437,-3094.899,20529,25199
09805,百萬度,16230.939,16229.991,304.612,12308.54,7519.597,517.917,4271.025,3229.114,387.725,354.908,0,0.01,32.807,0.948,0,0,0,0,0.948,0,0.679,0.269,0,0,16230.939,17037.4,1527.368,356.023,8574.062,83.837,217.99,3501.053,3133.09,2371.867,-3178.328,21976,28097
09806,百萬度,16930.931,16929.924,288.578,12577.353,7638.481,370.483,4568.389,3693.785,370.208,339.576,0,0.009,30.623,1.007,0,0,0,0,1.007,0,0.716,0.291,0,0,16930.931,19242.541,1709.243,339.782,10129.632,98.675,212.565,3857.538,3234.888,1370.204,-3681.814,24036,28932
09807,百萬度,18752.985,18751.982,299.046,14381.793,8068.041,451.618,5862.134,3731.685,339.457,310.304,0,0.01,29.143,1.004,0,0,0,0,1.004,0,0.729,0.274,0,0,18752.985,20765.259,1753.489,337.225,10512.414,108.161,250.243,4286.02,3854.932,1842.27,-3854.544,25780,30753
09808,百萬度,18550.184,18549.156,279.74,13953.996,8123.382,531.059,5299.555,3761.967,553.454,529.395,0,0.006,24.052,1.027,0,0,0,0,1.027,0,0.78,0.247,0,0,18550.184,20635.956,1682.67,300.67,9681.016,89.489,254.568,4191.974,4736.238,1648.739,-3734.511,25328,31011
09809,百萬度,18238.078,18236.772,254.585,13912.088,7773.978,900.933,5237.178,3693.186,376.912,338.597,0,0.01,38.305,1.306,0,0,0,0,1.306,0,0.748,0.558,0,0,18238.078,21942.901,1682.53,290.075,10491.597,103.934,229.703,4512.95,4922.187,-188.274,-3516.549,25803,30703
09810,百萬度,16351.176,16348.717,268.691,12138.942,7547.317,491.756,4099.869,3396.001,545.084,435.094,0,0.009,109.981,2.459,0,0,0,0,2.459,0,0.895,1.564,0,0,16351.176,20385.568,1558.142,295.77,9976.734,94.514,234.903,4063.709,4457.566,-361.074,-3673.318,22476,28540
09811,百萬度,15105.521,15103.57,258.48,11730.327,7078.296,483.426,4168.605,2772.712,342.051,253.663,0,0.007,88.38,1.951,0,0,0,0,1.951,0,0.845,1.106,0,0,15105.521,18905.926,1545.731,342.443,9349.911,91.394,216.265,3817.013,3885.614,-323.469,-3476.936,21573,26532
09812,百萬度,54925.733,15205.69,259.666,11093.213,7229.519,581.479,3282.215,3587.224,265.587,155.685,0,0.006,109.896,39720.043,36453.812,32491.141,3243.77,718.901,3266.231,0,1.06,1.127,229.329,3034.714,54925.733,18696.346,1560.731,344,10366.477,102.447,193.575,3450.972,3022.144,121.188,36108.199,20933,24979
09901,百萬度,15404.859,15402.529,258.356,11168.767,7089.63,775.691,3303.446,3674.349,301.057,201.436,0,0.257,99.364,2.33,0,0,0,0,2.33,0,1.049,1.281,0,0,15404.859,17527.425,1483.565,340.068,9404.552,90.74,193.401,3303.382,3051.786,1357.208,-3479.774,21056,25386
09902,百萬度,13542.356,13540.51,256.113,9398.208,6053.168,772.78,2572.26,3498.309,387.88,306.612,0,0.235,81.032,1.846,0,0,0,0,1.846,0,0.994,0.852,0,0,13542.356,15941.223,1437.696,339.062,8394.565,89.239,169.474,2956.639,2893.61,555.402,-2954.269,20336,25898
09903,百萬度,16417.712,16415.901,272.015,12150.593,6892.503,753.864,4504.226,3609.623,383.67,307.398,0,0.338,75.933,1.811,0,0,0,0,1.811,0,0.997,0.814,0,0,16417.712,19350.807,1674.479,341.877,10677.794,104.327,209.142,3627.8,3057.265,322.112,-3255.207,22045,26845
09904,百萬度,16115.837,16113.718,247.588,12455.546,6940.375,641.78,4873.391,3047.661,362.923,287.731,0,0.31,74.882,2.119,0,0,0,0,2.119,0,1.288,0.83,0,0,16115.837,18181.714,1532.794,316.701,10025.301,95.178,195.602,3259.23,3073.609,1046.13,-3112.008,22377,28473
09905,百萬度,18033.46,18031.545,272.249,14005.281,7575.349,745.763,5684.17,3380.536,373.48,332.574,0,0.346,40.56,1.915,0,0,0,0,1.915,0,1.263,0.652,0,0,18033.46,19326.754,1586.232,301.655,10502.903,94.681,229.798,3755.903,3157.236,2080.536,-3373.83,24047,29653
09906,百萬度,17899.099,17896.753,277.491,13692.871,7842.711,582.404,5267.757,3262.533,663.858,596.309,0,0.297,67.251,2.346,0,0,0,0,2.346,0,1.409,0.937,0,0,17899.099,20403.557,1632.351,281.914,11038.902,104.385,214.51,4062.905,3350.504,896.201,-3400.659,24786,30945
09907,百萬度,20437.701,20435.823,269.312,15833.254,8088.255,869.487,6875.512,3816.476,516.781,465.978,0,0.406,50.397,1.877,0,0,0,0,1.877,0,1.439,0.438,0,0,20437.701,21186.375,1669.821,269.809,10966.115,100.667,250.135,4263.431,3936.205,2764.21,-3512.885,27342,33023
09908,百萬度,20340.071,20338.191,255.036,15868.26,8215.339,893.929,6758.992,3801.223,413.672,384.31,0,0.414,28.948,1.88,0,0,0,0,1.88,0,1.71,0.17,0,0,20340.071,21916.229,1731.985,267.311,10937.437,102.109,245.414,4347.657,4551.626,1968.505,-3544.663,27320,32797
09909,百萬度,18260.654,18258.481,239.815,13948.906,7750.617,686.615,5511.673,3663.446,406.315,362.963,0,0.316,43.036,2.173,0,0,0,0,2.173,0,1.779,0.394,0,0,18260.654,22674.213,1623.943,269.941,11029.593,104.524,260.209,4685.214,4970.73,-830.984,-3582.574,25839,31260
09910,百萬度,17657.874,17654.518,250.592,13651.892,7631.528,780.373,5239.991,3192.396,559.638,413.691,0,0.325,145.622,3.356,0,0,0,0,3.356,0,1.977,1.379,0,0,17657.874,20872.592,1515.982,267.39,10429.62,96.809,222.972,4124.478,4482.732,377.721,-3592.438,24094,30494
09911,百萬度,16022.057,16018.705,229.543,12035.705,7351.264,344.231,4340.209,3248.21,505.248,323.696,0,0.304,181.248,3.351,0,0,0,0,3.351,0,1.874,1.478,0,0,16022.057,20117.434,1570.962,298.184,10560.419,101.581,220.148,3895.301,3769.024,-780.137,-3315.241,22438,26381
09912,百萬度,56927.188,16324.715,232.889,12318.418,7541.514,407.739,4369.165,3433.928,339.481,211.402,0,0.312,127.767,40602.472,37203.473,33368.416,2886.204,948.853,3398.999,0,2.089,1.071,270.035,3125.805,56927.188,19908.96,1564.73,310.694,11279.988,109.847,204.739,3616.191,3133.464,-93.491,37111.719,22110,26486
10001,百萬度,16354.816,16351.309,235.548,11821.764,6878.885,555.728,4387.151,3817.006,476.99,227.584,0,0.227,249.179,3.507,0,0,0,0,3.507,0,2.199,1.309,0,0,16354.816,18427.316,1506.475,315,10272.828,95.497,194.903,3275.265,3082.348,1472.16,-3544.66,22226,26589
10002,百萬度,13948.607,13945.386,225.979,9845.244,6139.155,438.736,3267.352,3504.854,369.309,211.9,0,0.286,157.124,3.221,0,0,0,0,3.221,0,2.243,0.978,0,0,13948.607,16612.814,1318.098,298.714,9020.763,90.302,186.124,2853.83,3143.697,527.559,-3191.765,21017,26231
10003,百萬度,16820.542,16817.413,244.703,12541.034,7542.721,448.691,4549.622,3596.481,435.195,259.029,0,0.314,175.851,3.129,0,0,0,0,3.129,0,2.278,0.852,0,0,16820.542,20137.487,1635.032,327.366,11601.554,109.499,199.741,3363.526,3228.134,105.929,-3422.874,22723,27447
10004,百萬度,16528.546,16525.635,242.439,12723.946,7391.453,427.909,4904.584,3248.03,311.22,228.787,0,0.402,82.032,2.911,0,0,0,0,2.911,0,2.532,0.378,0,0,16528.546,18576.256,1490.595,302.159,10376.726,97.897,209.024,3218.601,3183.413,1076.64,-3124.35,22852,27301
10005,百萬度,18295.571,18292.307,256.938,14498.488,8043.619,678.668,5776.201,3167.649,369.232,312.016,0,0.857,56.359,3.264,0,0,0,0,3.264,0,3.083,0.181,0,0,18295.571,19989.708,1745.32,303.922,10924.157,104.67,222.835,3788.061,3204.665,1362.691,-3056.828,24419,30615
10006,百萬度,19439.208,19435.461,248.651,15067.568,8047.76,1089.565,5930.244,3688.607,430.634,371.945,0,1.034,57.655,3.748,0,0,0,0,3.748,0,3.587,0.161,0,0,19439.208,20955.58,1644.044,274.055,11142.494,111.826,247.33,4176.473,3633.413,1806.08,-3322.451,27018,32893
10007,百萬度,20475.626,20470.849,253.595,15952.338,8245.989,723.712,6982.638,3818.868,446.048,406.595,0,1.107,38.345,4.777,0,0,0,0,4.777,0,4.617,0.161,0,0,20475.626,21425.151,1673.617,280.773,10930.219,101.758,245.668,4269.7,4204.189,2547.172,-3496.697,27441,32902
10008,百萬度,20898.285,20891.258,245.605,16669.197,8506.642,926.482,7236.072,3556.536,419.92,378.324,0,1.143,40.453,7.028,0,0,0,0,7.028,0,6.828,0.2,0,0,20898.285,23079.388,1760.385,278.592,11954.623,118.514,254.459,4478.848,4512.559,1216.72,-3397.822,28083,33787
10009,百萬度,18489.727,18483.185,236.104,14233.517,7944.687,486.935,5801.895,3599.056,414.508,331.492,0,1.055,81.962,6.543,0,0,0,0,6.543,0,6.023,0.52,0,0,18489.727,22095.876,1597.07,254.37,10692.561,103.436,265.315,4557.096,4880.398,-121.729,-3484.419,26082,31458
10010,百萬度,17877.19,17867.294,236.317,13704.557,7568.123,490.317,5646.116,3353.515,572.905,407.271,0,0.938,164.696,9.895,0,0,0,0,9.895,0,9.484,0.411,0,0,17877.19,21144.848,1605.403,269.985,10570.598,101.063,250.905,4125.353,4491.525,115.525,-3383.183,24050,29540
10011,百萬度,16801.131,16796.067,232.876,12590.65,7346.028,613.787,4630.834,3345.7,626.841,485.399,0,0.635,140.807,5.064,0,0,0,0,5.064,0,4.73,0.334,0,0,16801.131,20782.678,1554.324,282.17,10994.296,108.905,233.888,4132.125,3759.138,-824.866,-3156.681,23360,29133
10012,百萬度,56237.764,16471.081,243.353,12185.752,7467.271,427.145,4291.336,3420.188,621.788,379.385,0,0.646,241.758,39766.683,36328,33338.928,2191.34,797.732,3438.682,0,5.375,0.973,236.074,3196.26,56237.764,18859.151,1512.31,314.234,10402.322,100.21,215.872,3533.025,3095.412,864.765,36513.848,22314,26959
10101,百萬度,15701.446,15695.466,264.345,10971.076,6672.015,415.984,3883.077,3824.674,635.371,403.944,0,0.926,230.501,5.98,0,0,0,0,5.98,0,4.566,1.413,0,0,15701.446,18542.287,1499.371,309.589,10187.878,113.529,188.42,3474.486,3078.602,22.707,-2863.548,20867,26420
10102,百萬度,15854.608,15843.039,224.352,11432.582,6535.456,326.261,4570.866,3643.273,542.832,373.824,0,0.892,168.115,11.569,0,0,0,0,11.569,0,10.007,1.561,0,0,15854.608,16519.48,1346.2,257.875,8807.212,79.723,204.231,2876.346,3205.767,2095.659,-2760.531,22530,27099
10103,百萬度,17324.577,17313.565,241.426,12990.918,7944.721,380.542,4665.655,3493.343,587.878,424.395,0,1.241,162.242,11.011,0,0,0,0,11.011,0,10.066,0.945,0,0,17324.577,20404.777,1574.902,274.698,11641.761,117.192,203.852,3493.084,3373.985,-135.699,-2944.501,22970,27249
10104,百萬度,17462.956,17450.038,228.278,13928.479,7762.571,745.475,5420.433,2834.05,459.231,406.948,0,1.047,51.236,12.918,0,0,0,0,12.918,0,12.595,0.322,0,0,17462.956,19147.617,1593.591,259.928,10561.451,102.427,221.181,3444.997,3223.97,1182.77,-2867.43,23758,29515
10105,百萬度,18962.698,18950.389,239.197,15585.111,8020.466,889.31,6675.335,2413.049,713.033,640.885,0,1.246,70.901,12.31,0,0,0,0,12.31,0,11.817,0.492,0,0,18962.698,21211.783,1645.925,228.303,11846.133,115.633,225.469,4064.307,3314.316,705.337,-2954.421,24991,30661
10106,百萬度,18618.86,18602.785,230.978,14570.488,8135.381,478.653,5956.454,3050.07,751.25,662.015,0,1.008,88.227,16.074,0,0,0,0,16.074,0,15.605,0.47,0,0,18618.86,19990.195,1545.58,237.681,10597.862,100.736,234.309,3865.905,3645.803,1744.796,-3116.131,25712,31474
10107,百萬度,20534.785,20522.997,257.042,15914.754,8430.542,534.274,6949.938,3744.278,606.923,559.986,0,1.371,45.567,11.788,0,0,0,0,11.788,0,11.486,0.302,0,0,20534.785,21985.031,1730.965,270.258,11553.668,113.85,241.03,4366.946,3978.572,2243.104,-3693.35,27773,33081
10108,百萬度,19404.513,19390.727,259.514,14624.997,8144.331,357.954,6122.713,3704.402,801.813,721.174,0,1.044,79.595,13.786,0,0,0,0,13.786,0,13.456,0.33,0,0,19404.513,22467.84,1646.199,233.329,11593.074,113.496,260.386,4418.069,4436.616,593.8,-3657.128,26437,32259
10109,百萬度,18132.061,18118.468,240.573,13656.551,7419.424,314.678,5922.449,3736.349,484.995,416.563,0,1.314,67.118,13.593,0,0,0,0,13.593,0,13.027,0.566,0,0,18132.061,21376.524,1479.577,264.438,10514.035,103.47,243.143,4354.845,4681.454,299.76,-3544.223,25596,31723
10110,百萬度,17784.614,17767.015,243.702,13483.847,7710.658,414.107,5359.082,3521.195,518.271,335.867,0,1.238,181.166,17.599,0,0,0,0,17.599,0,16.632,0.967,0,0,17784.614,21753.544,1654.829,304.344,11600.974,112.391,242.337,4111.756,4031.257,-840.938,-3127.991,23544,27906
10111,百萬度,16666.706,16650.807,252.556,12775.083,7472.939,451.543,4850.601,3252.144,371.023,266.408,0,0.957,103.659,15.9,0,0,0,0,15.9,0,15.434,0.466,0,0,16666.706,19882.329,1514.752,302.552,10621.398,103.005,237.952,3890.282,3514.94,-274.3,-2941.323,22907,27505
10112,百萬度,53925.6,16503.824,254.938,12428.959,6932.235,351.061,5145.663,3204.903,615.024,457.548,0,0.924,156.551,37421.776,33981.605,31261.583,1951.838,768.184,3440.171,0,11.969,0.756,241.292,3186.154,53925.6,17830.203,1409.948,288.152,9995.608,93.78,205.564,3378.041,2747.262,1723.342,34372.055,22083,26105
10201,百萬度,16538.968,16525.46,258.247,11810.049,6553.035,394.299,4862.715,3924.261,532.903,299.035,0,0.996,232.871,13.508,0,0,0,0,13.508,0,12.322,1.186,0,0,16538.968,19720.674,1558.359,316.662,11381.388,123.208,201.366,3441.847,3014.507,63.217,-3244.923,22295,26342
10202,百萬度,13967.416,13951.89,252.92,10094.416,5964.518,309.781,3820.117,3178.286,426.267,247.017,0,0.99,178.26,15.526,0,0,0,0,15.526,0,14.331,1.195,0,0,13967.416,16194.251,1265.68,295.464,8853.838,85.755,190.02,2875.61,2923.348,666.99,-2893.825,20973,26665
10203,百萬度,16830.614,16809.481,251.716,12726.04,6745.776,395.362,5584.902,3436.338,395.388,265.768,0,1.204,128.416,21.133,0,0,0,0,21.133,0,20.275,0.857,0,0,16830.614,19043.116,1482.914,321.169,10782.819,103.29,216.159,3350.649,3107.285,1123.374,-3335.876,22788,27461
10204,百萬度,16595.586,16575.254,270.091,12414.084,6925.508,339.364,5149.211,3292.729,598.35,505.526,0,1.183,91.64,20.332,0,0,0,0,20.332,0,19.674,0.657,0,0,16595.586,19100.371,1540.3,282.145,10928.503,105.712,206.201,3316.895,3002.759,562.888,-3067.673,23038,28175
10205,百萬度,18395.927,18375.547,291.745,13801.213,7206.945,549.244,6045.024,3427.085,855.504,798.184,0,1.396,55.924,20.38,0,0,0,0,20.38,0,20.121,0.259,0,0,18395.927,20583.895,1575.003,288.213,11558.689,110.029,230.047,3937.53,3172.598,1323.864,-3511.833,25030,31698
10206,百萬度,19290.111,19271.282,276.652,15240.612,7351.716,885.122,7003.775,3163.824,590.195,524.706,0,1.533,63.955,18.829,0,0,0,0,18.829,0,18.501,0.328,0,0,19290.111,21524.579,1493.425,283.954,11871.934,115.062,234.808,4125.849,3683.5,1285.775,-3520.242,27167,32998
10207,百萬度,20352.841,20318.746,273.538,15742.434,8162.938,609.978,6969.518,3713.134,589.641,544.824,0,2.173,42.644,34.095,0,0,0,0,34.095,0,33.994,0.101,0,0,20352.841,22738.801,1741.693,284.687,11752.684,114.433,272.192,4516.505,4341.295,1360.572,-3746.532,27472,33444
10208,百萬度,20329.179,20301.288,273.89,15593.695,8076.448,504.022,7013.226,3857.316,576.387,519.038,0,2.803,54.547,27.891,0,0,0,0,27.891,0,27.694,0.197,0,0,20329.179,23053.044,1627.004,289.645,11852.361,113.276,262.55,4448.763,4749.09,1054.983,-3778.848,27607,33957
10209,百萬度,18449.059,18422.969,274.876,13688.923,7712.705,399.817,5576.401,3673.486,785.683,668.233,0,3.024,114.426,26.091,0,0,0,0,26.091,0,25.894,0.197,0,0,18449.059,22302.17,1578.187,265.854,11059.412,114.648,257.968,4504.899,4787.057,-430.183,-3422.928,25890,32217
10210,百萬度,17971.962,17940.334,266.754,13444.423,7584.003,304.535,5555.886,3505.894,723.262,477.91,0,3.056,242.296,31.629,0,0,0,0,31.629,0,30.571,1.058,0,0,17971.962,21576.024,1570.86,301.518,11345.624,112.658,240.939,4092.043,4213.899,-320.607,-3283.454,24160,29812
10211,百萬度,16650.181,16613.614,247.604,12753.907,7245.288,290.463,5218.156,3123.495,488.608,308.656,0,2.203,177.749,36.566,0,0,0,0,36.566,0,35.644,0.923,0,0,16650.181,20315.549,1501.436,321.326,10899.13,105.663,233.709,3902.93,3672.681,-418.41,-3246.958,23182,27771
10212,百萬度,56968.971,16703.902,249.054,12596.19,7361.782,293.268,4941.14,3343.512,515.146,263.993,0,2.011,249.141,40265.069,36761.309,34626.979,1488.363,645.967,3503.76,0,39.503,1.178,219.329,3243.75,56968.971,18970.925,1470.935,327.479,10928.544,110.211,205.262,3349.801,2906.172,978.469,37019.577,22495,26641
10301,百萬度,16425.739,16403.736,262.509,11937.115,7153.744,299.735,4483.635,3811.304,392.808,203.786,0,3.075,185.946,22.003,0,0,0,0,22.003,0,21.041,0.962,0,0,16425.739,19274.214,1540.347,333.904,10929.579,111.714,207.018,3349.412,3136.144,499.733,-3348.209,22029,26722
10302,百萬度,14628.144,14602.019,249.28,10354.982,6485.942,298.211,3570.829,3567.254,430.503,267.803,0,2.592,160.108,26.125,0,0,0,0,26.125,0,25.359,0.766,0,0,14628.144,17553.512,1318.442,295.93,9735.04,108.318,199.76,2972.847,3219.104,114.013,-3039.381,21891,26768
10303,百萬度,16804.43,16777.354,273.67,12684.723,7175.714,327.804,5181.205,3333.746,485.214,349.246,0,2.71,133.259,27.077,0,0,0,0,27.077,0,26.581,0.495,0,0,16804.43,19333.525,1521.335,319.733,11205.69,107.89,189.586,3207.158,3101.866,1045.386,-3574.48,22833,27835
